g1entrynr,g2entrynr,g1chr,g2chr,g1concatstart,g1concatstop,g1start,g1stop,g2concatstart,g2concatstop,g2start,g2stop,Distance
1942124,1991205,A01,D01,85382707,85384379,85382707,85384379,1210482344,1210484019,50376287,50377962,1.519999981
1942127,1972386,A01,D01,16773361,16778670,16773361,16778670,1172779117,1172784202,12673060,12678145,1.220000029
1942331,1981954,A01,D01,32777409,32782468,32777409,32782468,1181802838,1181807903,21696781,21701846,2.25999999
1942392,1959282,A01,D01,16831964,16834263,16831964,16834263,1172801034,1172803334,12694977,12697277,3.670000076
1942401,1957292,A01,D01,92620133,92620907,92620133,92620907,1215748311,1215749088,55642254,55643031,2.529999971
1942519,1937975,A01,D01,90368264,90370091,90368264,90370091,1214084267,1214086105,53978210,53980048,3.519999981
1942560,1945381,A01,D01,2393494,2395851,2393494,2395851,1162248328,1162250504,2142271,2144447,2.700000048
1942563,1963945,A01,D01,9487611,9488693,9487611,9488693,1167613879,1167614936,7507822,7508879,1.220000029
1942576,1987395,A01,D01,88464498,88467594,88464498,88467594,1212336819,1212339887,52230762,52233830,2.029999971
1942614,1962348,A01,D01,9991486,9994331,9991486,9994331,1168005412,1168008377,7899355,7902320,2.529999971
1942619,1948639,A01,D01,10363505,10364879,10363505,10364879,1186817744,1186818890,26711687,26712833,NA
1942619,1978247,A01,D01,10363505,10364879,10363505,10364879,1168242128,1168243274,8136071,8137217,NA
1942619,1991086,A01,D01,10363505,10364879,10363505,10364879,1168221816,1168223202,8115759,8117145,0.629999995
1942621,1950463,A01,D01,90486482,90488523,90486482,90488523,1214169586,1214171626,54063529,54065569,1.519999981
1942687,1993985,A01,D01,8808585,8808963,8808585,8808963,1167114391,1167114769,7008334,7008712,4.099999905
1942731,1942154,A01,D01,93083681,93085025,93083681,93085025,1216827303,1216828647,56721246,56722590,1.49000001
1942742,1967645,A01,D01,1246810,1247830,1246810,1247830,1161575636,1161576656,1469579,1470599,2.119999886
1942851,1992688,A01,D01,41391249,41393841,41391249,41393841,1183497687,1183500216,23391630,23394159,2.819999933
1942914,1994587,A01,D01,1406571,1409158,1406571,1409158,1161718063,1161720619,1612006,1614562,1.370000005
1942926,1958607,A01,D01,26291686,26294270,26291686,26294270,1178959840,1178962433,18853783,18856376,2.470000029
1942931,1937781,A01,D01,98900298,98903321,98900298,98903321,1220628656,1220631664,60522599,60525607,2.950000048
1943072,1986315,A01,D01,85260311,85263475,85260311,85263475,1210384914,1210393273,50278857,50287216,4.889999866
1943079,1985533,A01,D01,12246497,12248117,12246497,12248117,1169973383,1169975003,9867326,9868946,2.369999886
1943200,1976982,A01,D01,45732142,45735383,45732142,45735383,1188163482,1188169594,28057425,28063537,1.49000001
1943203,1997203,A01,D01,11447621,11448124,11447621,11448124,1169253454,1169253957,9147397,9147900,6.650000095
1943275,1989833,A01,D01,68147623,68150111,68147623,68150111,1201800402,1201802905,41694345,41696848,4.28000021
1943276,1976190,A01,D01,91805634,91806336,91805634,91806336,1215076371,1215077073,54970314,54971016,2.119999886
1943324,1996662,A01,D01,98730859,98732416,98730859,98732416,1220480147,1220481704,60374090,60375647,2.700000048
1943331,1986051,A01,D01,19077160,19085929,19077160,19085929,1174199613,1174208184,14093556,14102127,2.950000048
1943513,1941369,A01,D01,43951164,43953094,43951164,43953094,1187641951,1187643865,27535894,27537808,2.470000029
1943541,1996803,A01,D01,83025235,83027460,83025235,83027460,1207005466,1207007633,46899409,46901576,2.640000105
1943628,1946601,A01,D01,88661830,88665963,88661830,88665963,1212511505,1212515596,52405448,52409539,1.340000033
1943663,1936954,A01,D01,92082933,92086977,92082933,92086977,1215374618,1215378671,55268561,55272614,1.309999943
1943775,1940611,A01,D01,89661318,89665835,89661318,89665835,1213437791,1213442314,53331734,53336257,3.00999999
1943813,1959080,A01,D01,4892628,4893204,4892628,4893204,1164532042,1164532618,4425985,4426561,4.28000021
1943826,1980545,A01,D01,62406481,62407651,62406481,62407651,1199159113,1199160284,39053056,39054227,2.470000029
1943854,1944399,A01,D01,93250869,93252306,93250869,93252306,1216697626,1216699096,56591569,56593039,4.78000021
1943899,1935484,A01,D01,9895243,9897842,9895243,9897842,1167858523,1167885148,7752466,7779091,2.75999999
1943993,1970522,A01,D01,11875191,11878694,11875191,11878694,1169626632,1169630449,9520575,9524392,1.940000057
1944008,1985571,A01,D01,13420540,13435957,13420540,13435957,1170426256,1170435833,10320199,10329776,0.790000021
1944066,1974799,A01,D01,86130382,86131200,86130382,86131200,1210950951,1210951341,50844894,50845284,6.090000153
1944078,1985433,A01,D01,21244687,21249882,21244687,21249882,1175759605,1175763736,15653548,15657679,1
1944097,1971493,A01,D01,24067835,24069468,24067835,24069468,1177554498,1177556273,17448441,17450216,1.940000057
1944121,1991372,A01,D01,7400097,7400640,7400097,7400640,1165775202,1165775745,5669145,5669688,1.149999976
1944152,1997127,A01,D01,99772704,99774959,99772704,99774959,1221434602,1221436872,61328545,61330815,6.21999979
1944258,1977756,A01,D01,88940458,88943276,88940458,88943276,1212728165,1212730980,52622108,52624923,1.99000001
1944289,1934196,A01,D01,97295384,97298227,97295384,97298227,1219180817,1219183665,59074760,59077608,1.860000014
1944291,1958667,A01,D01,1814489,1815110,1814489,1815110,1162070775,1162071399,1964718,1965342,1.74000001
1944312,1963131,A01,D01,99362106,99372147,99362106,99372147,1221014413,1221021605,60908356,60915548,2.029999971
1944313,1978912,A01,D01,4921791,4923891,4921791,4923891,1164543296,1164554802,4437239,4448745,1
1944424,1991040,A01,D01,20627512,20629660,20627512,20629660,1175358908,1175361053,15252851,15254996,2.029999971
1944428,1995153,A01,D01,91336314,91352806,91336314,91352806,1214889251,1214905581,54783194,54799524,1.99000001
1944616,1983468,A01,D01,75367880,75372612,75367880,75372612,1205247622,1205252492,45141565,45146435,0.980000019
1944621,1946035,A01,D01,94382442,94383060,94382442,94383060,1216025667,1216026285,55919610,55920228,1.899999976
1944655,1974078,A01,D01,92410496,92413873,92410496,92413873,1215578599,1215581993,55472542,55475936,0.050000001
1944672,1974361,A01,D01,98026048,98028315,98026048,98028315,1219714893,1219717212,59608836,59611155,3.079999924
1944686,1991220,A01,D01,41307413,41319132,41307413,41319132,1183449830,1183459680,23343773,23353623,2.700000048
1944787,1943873,A01,D01,95350281,95352384,95350281,95352384,1217652720,1217654824,57546663,57548767,1.590000033
1944826,1952878,A01,D01,42669791,42671942,42669791,42671942,1187278386,1187280537,27172329,27174480,3.079999924
1944828,1963036,A01,D01,95869526,95872440,95869526,95872440,1218096058,1218098972,57990001,57992915,2.819999933
1945019,1934694,A01,D01,75446558,75447341,75446558,75447341,1205360690,1205361473,45254633,45255416,1.519999981
1945037,1961390,A01,D01,11624517,11624955,11624517,11624955,1169388934,1169389372,9282877,9283315,4.28000021
1945075,1941015,A01,D01,89998127,90000798,89998127,90000798,1213755846,1213758528,53649789,53652471,4.099999905
1945076,1965916,A01,D01,71324156,71326007,71324156,71326007,1203129984,1203131835,43023927,43025778,1.029999971
1945103,1962865,A01,D01,93917804,93919426,93917804,93919426,1216306203,1216307828,56200146,56201771,0.649999976
1945141,1986144,A01,D01,1351194,1355935,1351194,1355935,1161674770,1161679670,1568713,1573613,0.939999998
1945171,1943003,A01,D01,6934735,6935269,6934735,6935269,1165369433,1165369967,5263376,5263910,NA
1945171,1950699,A01,D01,6934735,6935269,6934735,6935269,1165375994,1165376528,5269937,5270471,2.170000076
1945178,1971339,A01,D01,97908226,97911378,97908226,97911378,1219645321,1219648282,59539264,59542225,1.169999957
1945273,1977088,A01,D01,2688622,2692151,2688622,2692151,1162717547,1162721067,2611490,2615010,0.330000013
1945292,1957031,A01,D01,7104916,7106684,7104916,7106684,1165533003,1165534238,5426946,5428181,2.420000076
1945455,1948893,A01,D01,18703659,18704319,18703659,18704319,1173967423,1173968083,13861366,13862026,0.689999998
1945489,1975291,A01,D01,99691640,99695334,99691640,99695334,1221361139,1221365211,61255082,61259154,1.820000052
1945517,1980400,A01,D01,11903541,11904090,11903541,11904090,1169651960,1169652515,9545903,9546458,2.470000029
1945525,1978537,A01,D01,8450174,8451718,8450174,8451718,1166888584,1166890123,6782527,6784066,2.170000076
1945567,1984488,A01,D01,83010870,83013586,83010870,83013586,1206990883,1206993624,46884826,46887567,3.220000029
1945591,1951910,A01,D01,86338847,86339372,86338847,86339372,1211076244,1211076766,50970187,50970709,NA
1945591,1998154,A01,D01,86338847,86339372,86338847,86339372,1211086213,1211086741,50980156,50980684,2.470000029
1945711,1933336,A01,D01,64899423,64899666,64899423,64899666,1201077115,1201077358,40971058,40971301,0.050000001
1945735,1949658,A01,D01,98879411,98879825,98879411,98879825,1220607680,1220608094,60501623,60502037,4.380000114
1945781,1982832,A01,D01,57132152,57136948,57132152,57136948,1194302034,1194306860,34195977,34200803,1.629999995
1945793,1978071,A01,D01,99091300,99092920,99091300,99092920,1220806797,1220808414,60700740,60702357,0.720000029
1945948,1968154,A01,D01,57165557,57168076,57165557,57168076,1194149506,1194152039,34043449,34045982,1.309999943
1945961,1964072,A01,D01,24417695,24418541,24417695,24418541,1177731776,1177732622,17625719,17626565,2.170000076
1945973,1985107,A01,D01,99271708,99273470,99271708,99273470,1220928552,1220929307,60822495,60823250,3.359999895
1945974,1969481,A01,D01,10412164,10418411,10412164,10418411,1168292259,1168295820,8186202,8189763,4.889999866
1946018,1991451,A01,D01,16260070,16262436,16260070,16262436,1172211180,1172213551,12105123,12107494,1.99000001
1946171,1933636,A01,D01,13153848,13167880,13153848,13167880,1170307824,1170309432,10201767,10203375,6.360000134
1946243,1969006,A01,D01,27795064,27801959,27795064,27801959,1179628536,1179635369,19522479,19529312,1.860000014
1946366,1936641,A01,D01,10943539,10945036,10943539,10945036,1168830228,1168831725,8724171,8725668,4.099999905
1946369,1940036,A01,D01,99707427,99708540,99707427,99708540,1221373955,1221375068,61267898,61269011,4.28000021
1946397,1965265,A01,D01,139005,139956,139005,139956,1160222570,1160223552,116513,117495,4.010000229
1946441,1949214,A01,D01,7078317,7080711,7078317,7080711,1165503977,1165506376,5397920,5400319,5.579999924
1946577,1953384,A01,D01,54272297,54276166,54272297,54276166,1192343468,1192348257,32237411,32242200,5.460000038
1946610,1930257,A01,D01,14041979,14045146,14041979,14045146,1170912001,1170915182,10805944,10809125,1.559999943
1946712,1993975,A01,D01,6675068,6678080,6675068,6678080,1165188097,1165191034,5082040,5084977,1.820000052
1946724,1973283,A01,D01,1252496,1253522,1252496,1253522,1161580539,1161581565,1474482,1475508,5.340000153
1946838,1981549,A01,D01,279697,284344,279697,284344,1160377046,1160381653,270989,275596,2.75999999
1946888,1998380,A01,D01,8346683,8351983,8346683,8351983,1166806733,1166811987,6700676,6705930,1.200000048
1946976,1973289,A01,D01,98680904,98681357,98680904,98681357,1220421812,1220422265,60315755,60316208,6.650000095
1947037,1975349,A01,D01,21607774,21634630,21607774,21634630,1176082459,1176088643,15976402,15982586,4.380000114
1947182,1939619,A01,D01,19591082,19595669,19591082,19595669,1174664201,1174668792,14558144,14562735,1.309999943
1947228,1958237,A01,D01,88011390,88012316,88011390,88012316,1212056231,1212057159,51950174,51951102,1.700000048
1947274,1938817,A01,D01,93488351,93490448,93488351,93490448,1216558477,1216560833,56452420,56454776,2.640000105
1947313,1941430,A01,D01,20850115,20851928,20850115,20851928,1175526310,1175528121,15420253,15422064,0.899999976
1947570,1941455,A01,D01,2737533,2740430,2737533,2740430,1162762068,1162766040,2656011,2659983,0.579999983
1947571,1946487,A01,D01,92828461,92830706,92828461,92830706,1215824650,1215829997,55718593,55723940,2.75999999
1947575,1929786,A01,D01,996058,996484,996058,996484,1161357157,1161357583,1251100,1251526,6.360000134
1947611,1930438,A01,D01,7330041,7332935,7330041,7332935,1165708063,1165710951,5602006,5604894,2.579999924
1947704,1958628,A01,D01,95471258,95473489,95471258,95473489,1217752854,1217755088,57646797,57649031,1.279999971
1947880,1978433,A01,D01,399846,402289,399846,402289,1160454554,1160457108,348497,351051,2.819999933
1947899,1948187,A01,D01,2664000,2664660,2664000,2664660,1177268906,1177269566,17162849,17163509,6.650000095
1947924,1971782,A01,D01,6502045,6505222,6502045,6505222,1165050371,1165053729,4944314,4947672,3.00999999
1947931,1938747,A01,D01,90795432,90798258,90795432,90798258,1214370394,1214373215,54264337,54267158,1.100000024
1947941,1957294,A01,D01,11354486,11356662,11354486,11356662,1169182264,1169184364,9076207,9078307,4.78000021
1947946,1989456,A01,D01,17448491,17449286,17448491,17449286,1173187249,1173188029,13081192,13081972,2.819999933
1948016,1998726,A01,D01,23304335,23305651,23304335,23305651,1176649511,1176650832,16543454,16544775,2.880000114
1948116,1995286,A01,D01,32984851,32986872,32984851,32986872,1182181626,1182183668,22075569,22077611,2.470000029
1948233,1992940,A01,D01,66479463,66481784,66479463,66481784,1201420570,1201422877,41314513,41316820,2.369999886
1948255,1977288,A01,D01,6403557,6405603,6403557,6405603,1164954118,1164956158,4848061,4850101,4.190000057
1948334,1983901,A01,D01,97706621,97709075,97706621,97709075,1219441426,1219443880,59335369,59337823,2.069999933
1948397,1964297,A01,D01,63633733,63635526,63633733,63635526,1200515577,1200517957,40409520,40411900,1.559999943
1948424,1989007,A01,D01,4127904,4137368,4127904,4137368,1163880358,1163895381,3774301,3789324,0.860000014
1948443,1969779,A01,D01,177726,179655,177726,179655,1160270058,1160271987,164001,165930,1.519999981
1948503,1954918,A01,D01,98391039,98395059,98391039,98395059,1220055087,1220059162,59949030,59953105,2.069999933
1948554,1989987,A01,D01,149997,158450,149997,158450,1160233831,1160242252,127774,136195,3.670000076
1948618,1979224,A01,D01,95355596,95366559,95355596,95366559,1217658457,1217673430,57552400,57567373,2.420000076
1948713,1949532,A01,D01,21450286,21453484,21450286,21453484,1175976583,1175979819,15870526,15873762,1.309999943
1948716,1948639,A01,D01,40866971,40868117,40866971,40868117,1186817744,1186818890,26711687,26712833,NA
1948716,1978247,A01,D01,40866971,40868117,40866971,40868117,1168242128,1168243274,8136071,8137217,NA
1948716,1991086,A01,D01,40866971,40868117,40866971,40868117,1168221816,1168223202,8115759,8117145,0.25
1948778,1993569,A01,D01,94441783,94445855,94441783,94445855,1215990690,1215994742,55884633,55888685,2.220000029
1948887,1991475,A01,D01,13764642,13779177,13764642,13779177,1170673194,1170687155,10567137,10581098,1.99000001
1948898,1934935,A01,D01,606418,606856,606418,606856,1160618996,1160619434,512939,513377,0.050000001
1948910,1939578,A01,D01,18907580,18909522,18907580,18909522,1174096677,1174098619,13990620,13992562,1.200000048
1949035,1961787,A01,D01,96222403,96223084,96222403,96223084,1218379668,1218380349,58273611,58274292,1.860000014
1949055,1940600,A01,D01,87786211,87787021,87786211,87787021,1211947556,1211948399,51841499,51842342,2.640000105
1949164,1996209,A01,D01,3089927,3090650,3089927,3090650,1162916349,1162917072,2810292,2811015,1.149999976
1949197,1949606,A01,D01,47402289,47408940,47402289,47408940,1188943915,1188948824,28837858,28842767,1.700000048
1949200,1962048,A01,D01,14290932,14302550,14290932,14302550,1171059056,1171066520,10952999,10960463,1.340000033
1949276,1989475,A01,D01,116556,123331,116556,123331,1160199993,1160206522,93936,100465,1.519999981
1949303,1989013,A01,D01,98295360,98295642,98295360,98295642,1219940192,1219940474,59834135,59834417,6.5
1949329,1933294,A01,D01,73345654,73348437,73345654,73348437,1204456598,1204459388,44350541,44353331,0.74000001
1949355,1937442,A01,D01,95411775,95426983,95411775,95426983,1217701791,1217712273,57595734,57606216,1.590000033
1949364,1938456,A01,D01,75046486,75050914,75046486,75050914,1205050196,1205053893,44944139,44947836,3.670000076
1949449,1974554,A01,D01,63139781,63143315,63139781,63143315,1202635031,1202638573,42528974,42532516,1.429999948
1949557,1985414,A01,D01,91906087,91908061,91906087,91908061,1215174592,1215175870,55068535,55069813,4.579999924
1949581,1941514,A01,D01,99283727,99285451,99283727,99285451,1220941577,1220942186,60835520,60836129,1.820000052
1949789,1956360,A01,D01,10155607,10162621,10155607,10162621,1168132950,1168139987,8026893,8033930,3.920000076
1949796,1985438,A01,D01,91287937,91292642,91287937,91292642,1214865490,1214869973,54759433,54763916,1.309999943
1949824,1955947,A01,D01,7293965,7294727,7293965,7294727,1165673862,1165674624,5567805,5568567,0.379999995
1949863,1997679,A01,D01,17800363,17809840,17800363,17809840,1173370582,1173376826,13264525,13270769,0.340000004
1949897,1980045,A01,D01,89774958,89776545,89774958,89776545,1213562231,1213563825,53456174,53457768,4.099999905
1949932,1961348,A01,D01,90961571,90962051,90961571,90962051,1214545849,1214546329,54439792,54440272,3.220000029
1949947,1982166,A01,D01,10457764,10458394,10457764,10458394,1168305195,1168305825,8199138,8199768,2.880000114
1950124,1939262,A01,D01,13681527,13684773,13681527,13684773,1170592174,1170595568,10486117,10489511,3.150000095
1950144,1993729,A01,D01,96938271,96940335,96938271,96940335,1218887851,1218889454,58781794,58783397,0.050000001
1950233,1991434,A01,D01,22426112,22430731,22426112,22430731,1177081708,1177086296,16975651,16980239,0.819999993
1950249,1994607,A01,D01,99815713,99816138,99815713,99816138,1221470873,1221471299,61364816,61365242,1.779999971
1950259,1946703,A01,D01,89722828,89726176,89722828,89726176,1213505568,1213508882,53399511,53402825,2.319999933
1950293,1999904,A01,D01,98045997,98047229,98045997,98047229,1219732349,1219733585,59626292,59627528,0.050000001
1950296,1944286,A01,D01,85267509,85269169,85267509,85269169,1210397035,1210398599,50290978,50292542,2.420000076
1950342,1948513,A01,D01,88201696,88203230,88201696,88203230,1212231627,1212233155,52125570,52127098,1.519999981
1950379,1965479,A01,D01,45578918,45579455,45578918,45579455,1188085206,1188085737,27979149,27979680,3.839999914
1950417,1947087,A01,D01,90404627,90408138,90404627,90408138,1214105736,1214109278,53999679,54003221,3.839999914
1950485,1949712,A01,D01,18900133,18903773,18900133,18903773,1174089403,1174093084,13983346,13987027,1.149999976
1950507,1952749,A01,D01,97932724,97940187,97932724,97940187,1219664772,1219672231,59558715,59566174,2.319999933
1950534,1977327,A01,D01,26119660,26121171,26119660,26121171,1178836953,1178838378,18730896,18732321,1.74000001
1950545,1992920,A01,D01,94209589,94211180,94209589,94211180,1216141594,1216143238,56035537,56037181,1.279999971
1950611,1978188,A01,D01,18758329,18758899,18758329,18758899,1174013340,1174013910,13907283,13907853,1.669999957
1950635,1930763,A01,D01,20329699,20332774,20329699,20332774,1175258607,1175261681,15152550,15155624,0.939999998
1950668,1950229,A01,D01,92039227,92042408,92039227,92042408,1215275166,1215278344,55169109,55172287,3.589999914
1950771,1938007,A01,D01,97737858,97739565,97737858,97739565,1219470923,1219472395,59364866,59366338,3.589999914
1950904,1936886,A01,D01,17510463,17544827,17510463,17544827,1173238045,1173259402,13131988,13153345,1.49000001
1950909,1961414,A01,D01,11861147,11864869,11861147,11864869,1169612769,1169616470,9506712,9510413,0.860000014
1951006,1971868,A01,D01,92192392,92192896,92192392,92192896,1215445257,1215445764,55339200,55339707,3.839999914
1951022,1970175,A01,D01,636468,640958,636468,640958,1160654571,1160659055,548514,552998,1.519999981
1951033,1965181,A01,D01,98906898,98907720,98906898,98907720,1220634903,1220635716,60528846,60529659,0.899999976
1951166,1988312,A01,D01,4895270,4895822,4895270,4895822,1164535030,1164535582,4428973,4429525,3.75
1951189,1985489,A01,D01,7098004,7100475,7098004,7100475,1165523821,1165526295,5417764,5420238,2.220000029
1951231,1955074,A01,D01,11010632,11014298,11010632,11014298,1168925893,1168929527,8819836,8823470,1.169999957
1951367,1935558,A01,D01,1650279,1656531,1650279,1656531,1161898519,1161904770,1792462,1798713,2.640000105
1951424,1994702,A01,D01,39631468,39662246,39631468,39662246,1185958873,1185981613,25852816,25875556,1.399999976
1951442,1969103,A01,D01,21142086,21145440,21142086,21145440,1175713112,1175716476,15607055,15610419,3.289999962
1951501,1955730,A01,D01,188862,189378,188862,189378,1160279654,1160280170,173597,174113,1.25
1951508,1946817,A01,D01,12193674,12194946,12193674,12194946,1169916149,1169917421,9810092,9811364,0.660000026
1951587,1996010,A01,D01,88898893,88906295,88898893,88906295,1212679301,1212686712,52573244,52580655,3.359999895
1951588,1983485,A01,D01,94499227,94499875,94499227,94499875,1216942997,1216943645,56836940,56837588,2.700000048
1951597,1970890,A01,D01,15861990,15862416,15861990,15862416,1171903206,1171903632,11797149,11797575,2.819999933
1951638,1998315,A01,D01,90276805,90277864,90276805,90277864,1213922627,1213923686,53816570,53817629,2.950000048
1951674,1995095,A01,D01,92967108,92967632,92967108,92967632,1216892051,1216892574,56785994,56786517,2.529999971
1951709,1972345,A01,D01,95791536,95793764,95791536,95793764,1218018207,1218020450,57912150,57914393,3.440000057
1951787,1932736,A01,D01,162979,168461,162979,168461,1160249408,1160255486,143351,149429,1.559999943
1951847,1983771,A01,D01,85643576,85644137,85643576,85644137,1210625469,1210626030,50519412,50519973,6.5
1951880,1940847,A01,D01,1797773,1798493,1797773,1798493,1162045186,1162045906,1939129,1939849,6.090000153
1951916,1989334,A01,D01,91029757,91040421,91029757,91040421,1214697453,1214700681,54591396,54594624,6.360000134
1951929,1934315,A01,D01,95324429,95327596,95324429,95327596,1217622556,1217625684,57516499,57519627,2.700000048
1952001,1943010,A01,D01,1041996,1044247,1041996,1044247,1161396058,1161398309,1290001,1292252,3.440000057
1952045,1994090,A01,D01,7812292,7812553,7812292,7812553,1166354173,1166354407,6248116,6248350,2.950000048
1952171,1966544,A01,D01,4842426,4843809,4842426,4843809,1164471737,1164473120,4365680,4367063,3.589999914
1952178,1999030,A01,D01,10466969,10470090,10466969,10470090,1168316192,1168319293,8210135,8213236,0.839999974
1952183,1955235,A01,D01,7843927,7845142,7843927,7845142,1166377844,1166379063,6271787,6273006,0.579999983
1952204,1947859,A01,D01,6328482,6330720,6328482,6330720,1164919541,1164921906,4813484,4815849,4.679999828
1952256,1930199,A01,D01,42352853,42355121,42352853,42355121,1186987678,1186989946,26881621,26883889,2.119999886
1952280,1948285,A01,D01,650241,651390,650241,651390,1160671886,1160677333,565829,571276,5.110000134
1952284,1968168,A01,D01,96895155,96895933,96895155,96895933,1218852503,1218853098,58746446,58747041,3.220000029
1952311,1949794,A01,D01,556730,568231,556730,568231,1160575967,1160582949,469910,476892,2.529999971
1952320,1959983,A01,D01,88281126,88283861,88281126,88283861,1212248977,1212251682,52142920,52145625,0.810000002
1952415,1982250,A01,D01,11879084,11882467,11879084,11882467,1169630941,1169634283,9524884,9528226,0.790000021
1952432,1961754,A01,D01,22443845,22445382,22443845,22445382,1177067915,1177069452,16961858,16963395,2.119999886
1952435,1960696,A01,D01,95815365,95817011,95815365,95817011,1218033500,1218035167,57927443,57929110,2.75999999
1952449,1943212,A01,D01,20766400,20769417,20766400,20769417,1175432854,1175435841,15326797,15329784,4.579999924
1952451,1955798,A01,D01,3973922,3974471,3973922,3974471,1163776560,1163777094,3670503,3671037,2.819999933
1952531,1975308,A01,D01,10784032,10786787,10784032,10786787,1168594863,1168597586,8488806,8491529,0.589999974
1952561,1931444,A01,D01,21506484,21508010,21506484,21508010,1176019653,1176021419,15913596,15915362,1.309999943
1952601,1948682,A01,D01,20350542,20353777,20350542,20353777,1175269463,1175272695,15163406,15166638,2.069999933
1952617,1950681,A01,D01,91265024,91267878,91265024,91267878,1214841872,1214844729,54735815,54738672,2.529999971
1952642,1978215,A01,D01,12257539,12258283,12257539,12258283,1169990032,1169990769,9883975,9884712,3.440000057
1952645,1989004,A01,D01,72694641,72698416,72694641,72698416,1203796957,1203801962,43690900,43695905,2.069999933
1952693,1977558,A01,D01,19416520,19419606,19416520,19419606,1174440989,1174444073,14334932,14338016,2.819999933
1952738,1979618,A01,D01,7337494,7340667,7337494,7340667,1165714757,1165716438,5608700,5610381,1.700000048
1952786,1940685,A01,D01,95117536,95119757,95117536,95119757,1217461668,1217463881,57355611,57357824,2.529999971
1952807,1943491,A01,D01,25622184,25625910,25622184,25625910,1178468727,1178472494,18362670,18366437,1.700000048
1952949,1942024,A01,D01,12211044,12213721,12211044,12213721,1169934301,1169935311,9828244,9829254,1.370000005
1952969,1935984,A01,D01,89943661,89965370,89943661,89965370,1213683445,1213714877,53577388,53608820,1.629999995
1952997,1954570,A01,D01,7769916,7773614,7769916,7773614,1166325232,1166328919,6219175,6222862,3.589999914
1953166,1998339,A01,D01,95143596,95146744,95143596,95146744,1217482092,1217485232,57376035,57379175,2.369999886
1953172,1964006,A01,D01,21158412,21170138,21158412,21170138,1175722272,1175729208,15616215,15623151,0.860000014
1953174,1983522,A01,D01,79357182,79360814,79357182,79360814,1208767730,1208771385,48661673,48665328,2.069999933
1953192,1979705,A01,D01,6802850,6804141,6802850,6804141,1165305416,1165306706,5199359,5200649,1.370000005
1953310,1948872,A01,D01,98397643,98400056,98397643,98400056,1220061453,1220063867,59955396,59957810,0.980000019
1953323,1963357,A01,D01,95451492,95454840,95451492,95454840,1217737192,1217740907,57631135,57634850,5.340000153
1953388,1968283,A01,D01,39130306,39134316,39130306,39134316,1185638889,1185642913,25532832,25536856,3.920000076
1953471,1971049,A01,D01,2360195,2362172,2360195,2362172,1162217504,1162219481,2111447,2113424,1.669999957
1953539,1981770,A01,D01,1535217,1538408,1535217,1538408,1161823612,1161826988,1717555,1720931,2.579999924
1953593,1988346,A01,D01,12059505,12059892,12059505,12059892,1169797764,1169798151,9691707,9692094,1.590000033
1953597,1933654,A01,D01,81814946,81816803,81814946,81816803,1207856648,1207858508,47750591,47752451,2.029999971
1953680,1995726,A01,D01,81844614,81846365,81844614,81846365,1207824296,1207826066,47718239,47720009,0.839999974
1953696,1933417,A01,D01,97054883,97060527,97054883,97060527,1219017488,1219023140,58911431,58917083,3.150000095
1953712,1944330,A01,D01,46501076,46502802,46501076,46502802,1189338115,1189339855,29232058,29233798,6.800000191
1953752,1937199,A01,D01,125840,126850,125840,126850,1160209063,1160210067,103006,104010,0.74000001
1953776,1932381,A01,D01,97087226,97087763,97087226,97087763,1219052183,1219052699,58946126,58946642,2.700000048
1953891,1947990,A01,D01,1217402,1220058,1217402,1220058,1161468311,1161556182,1362254,1450125,6.090000153
1953894,1955143,A01,D01,98522170,98524465,98522170,98524465,1220208431,1220210724,60102374,60104667,0.540000021
1953968,1987546,A01,D01,95705823,95707287,95705823,95707287,1217951219,1217952691,57845162,57846634,1.460000038
1954036,1935505,A01,D01,24726432,24728290,24726432,24728290,1177908363,1177910225,17802306,17804168,5.340000153
1954103,1999940,A01,D01,30470988,30472512,30470988,30472512,1180782164,1180783688,20676107,20677631,5.579999924
1954135,1988961,A01,D01,81079845,81082016,81079845,81082016,1208057450,1208059624,47951393,47953567,1.370000005
1954233,1935087,A01,D01,50339256,50341525,50339256,50341525,1191569433,1191571652,31463376,31465595,5
1954246,1962056,A01,D01,26029261,26033434,26029261,26033434,1178788326,1178792485,18682269,18686428,2.75999999
1954299,1986362,A01,D01,96080611,96081820,96080611,96081820,1218223675,1218224884,58117618,58118827,1.700000048
1954317,1994967,A01,D01,9090711,9094611,9090711,9094611,1167244217,1167245555,7138160,7139498,1.590000033
1954325,1950195,A01,D01,76461187,76462152,76461187,76462152,1205852501,1205855000,45746444,45748943,5.699999809
1954351,1999765,A01,D01,7767879,7768823,7767879,7768823,1166323120,1166324058,6217063,6218001,0.389999986
1954359,1931263,A01,D01,88064609,88066696,88064609,88066696,1212136112,1212138161,52030055,52032104,1.370000005
1954429,1931022,A01,D01,88983637,88986326,88983637,88986326,1212766003,1212768703,52659946,52662646,1.860000014
1954430,1974961,A01,D01,11729554,11731583,11729554,11731583,1169499594,1169501607,9393537,9395550,1.519999981
1954448,1964111,A01,D01,5326149,5331071,5326149,5331071,1164743272,1164748283,4637215,4642226,4.579999924
1954480,1993601,A01,D01,4124790,4126190,4124790,4126190,1163877285,1163879327,3771228,3773270,1.700000048
1954513,1967297,A01,D01,99767619,99768375,99767619,99768375,1221429410,1221430166,61323353,61324109,1.559999943
